sentence_index,word_index,word,gold_lex,gold_pos,gold_stemgloss
0,137,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
0,138,موظفا,مُوَظَّف,noun,employee
0,139,مشغولا,مَشْغُول,adj,busy;occupied
0,140,بهاتفه,هاتِف,noun,shouting;calling
0,141,أثناء,أَثْناءَ,noun,during;meanwhile;meantime
0,142,أوقات,وَقْت,noun,moments;times
0,143,الدوام,دَوام,noun,duration;permanence
0,144,.,.,punc,.
0,145,مواقع,مَوْقِع,noun,positions;locations;sites
0,146,التواصل,تَواصُل,noun,continuity;continuation
0,147,الاجتماعي,ٱِجْتِماعِيّ,adj,social
0,148,كسيف,سَيْف,noun,sword
0,149,ذي,ذُو,noun,of;with
0,150,حدين,حَدّ,noun,"be_furious,delimit;halt,stop;halt;end,border;frontier;limits,extent;limit;level"
0,151,ولكن,لٰكِنْ,conj,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
0,152,أصبحت,أَصْبَح,verb,become;begin;start
0,153,مضارها,مَضَرَّة,noun,harm;damage;adversities
0,154,أكثر,أَكْثَر,adj_comp,"more,_most,_majority"
0,155,من,مِن,prep,from
0,156,منافعها,مَنْفَعَة,noun,facilities;benefits
0,157,.,.,punc,.
0,158,أصبحت,أَصْبَح,verb,become;begin;start
0,159,تميل,مال,verb,lean;bend;incline;tend_(to);be_partial;sympathize
0,160,إلى,إِلَى,prep,to;towards
0,161,نوع,نَوْع,noun,type;kind;form
0,162,من,مِن,prep,from
0,163,أنواع,نَوْع,noun,types;kinds;forms
0,164,الإدمان,إِدْمان,noun,addiction;mania
0,165,الذي,الَّذِي,pron_rel,which;who;whom_[masc.sg.]
0,166,يجب,وَجَب,verb,be_necessary;be_incumbent
0,167,الحذر,حِذْر,noun,caution
0,168,منه,مِن,prep,from
0,169,.,.,punc,.
1,0,تعد,عَدّ,verb,be_counted;be_considered;be_deemed
1,1,وسائل,وَسِيلَة,noun,means;devices;instruments
1,2,التواصل,تَواصُل,noun,continuity;continuation
1,3,الاجتماعي,ٱِجْتِماعِيّ,adj,social
1,4,من,مِن,prep,from
1,5,أكبر,أَكْبَر,adj_comp,larger/largest;greater/greatest
1,6,المؤثرات,مُؤَثِّر,adj,influential;impressive
1,7,على,عَلَى,prep,on;above
1,8,الفرد,فَرْد,noun,individual;unit
1,9,في,فِي,prep,in
1,10,مجتمعنا,مُجْتَمَع,noun,society
1,11,الحالي,حالِيّ,adj,present;current
1,12,",",",",punc,","
1,13,وذلك,ذٰلِكَ,pron_dem,that
1,14,بسبب,سَبَب,noun,because_of;due_to
1,15,إدمان,إِدْمان,noun,addiction;mania
1,16,الفرد,فَرْد,noun,individual;unit
1,17,على,عَلَى,prep,on;above
1,18,استخدامها,ٱِسْتِخْدام,noun,usage;using;utilization
1,19,بشكل,شَكْل,noun,manner;form;configuration
1,20,متواصل,مُتَواصِل,adj,continuous;unceasing;connected
1,21,ويومي,يَوْمِيّ,adj,daily
1,22,.,.,punc,.
1,23,تتنوع,تَنَوَّع,verb,be_variegated;be_diverse;be_complex
1,24,المؤثرات,مُؤَثِّر,adj,influential;impressive
1,25,-,-,punc,-
1,26,منها,مِن,prep,from
1,27,الإيجابية,إِيجابِيّ,adj,positive;affirmative
1,28,والسلبية,سَلْبِيّ,adj,negative;passive
1,29,-,-,punc,-
1,30,على,عَلَى,prep,on;above
1,31,الأفراد,فَرْد,noun,individuals
1,32,في,فِي,prep,in
1,33,دولتنا,دَوْلَة,noun,state;country
1,34,.,.,punc,.
1,35,الإيجابية,إِيجابِيّ,adj,positive;affirmative
1,36,منها,مِن,prep,from
1,37,سرعة,سُرْعَة,noun,speed;velocity;promptness
1,38,التواصل,تَواصُل,noun,continuity;continuation
1,39,وسهولته,سُهُولَة,noun,ease;facility
1,40,وتنوعه,تَنَوُّع,noun,variety;diversity
1,41,كالرسائل,رِسالَة,noun,letters;messages
1,42,الفورية,فَوْرِيّ,adj,immediate;instant;on_the_spot
1,43,والصوتية,صَوْتِيّ,adj,verbal;voice;sound;acoustic;phonetic
1,44,والتواصل,تَواصُل,noun,continuity;continuation
1,45,المرئي,مَرْئِيّ,adj,visual;seen;visible
1,46,والصوتي,صَوْتِيّ,adj,verbal;voice;sound;acoustic;phonetic
1,47,.,.,punc,.
1,48,أيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
1,49,يمكن,أَمْكَن,verb,be_possible;make_possible_for
1,50,للفائدة,فائِدَة,noun,benefit;use
1,51,أن,أَنْ,conj_sub,"That,_to"
1,52,تشمل,شَمَل,verb,comprise;include;contain
1,53,الناس,ناس,noun,people
1,54,عامة,عامّ,adj,general;common;public
1,55,في,فِي,prep,in
1,56,وظائفهم,وَظِيفَة,noun,jobs;positions;functions
1,57,من,مِن,prep,from
1,58,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
1,59,تمكنهم,تَمَكُّن,noun,capability;control
1,60,من,مِن,prep,from
1,61,استخدام,ٱِسْتِخْدام,noun,usage;using;utilization
1,62,البريد,بَرِيد,noun,mail;post_office
1,63,الإلكتروني,إِلِكْترُونِيّ,adj,electronic
1,64,والاجتماعات,ٱِجْتِماع,noun,meetings;gatherings
1,65,من,مِن,prep,from
1,66,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
1,67,هذه,هٰذا,pron_dem,this/these
1,68,الوسائل,وَسِيلَة,noun,means;devices;instruments
1,69,.,.,punc,.
1,70,ومن,مِن,prep,from
1,71,السلبيات,سَلْبِيَّة,noun,negativism
1,72,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
1,73,تنتج,نَتَج,verb,result_(in)
1,74,من,مِن,prep,from
1,75,وسائل,وَسِيلَة,noun,means;devices;instruments
1,76,التواصل,تَواصُل,noun,continuity;continuation
1,77,الاجتماعي,ٱِجْتِماعِيّ,adj,social
1,78,الابتزاز,ٱِبْتِزاز,noun,embezzlement;extortion
1,79,الإلكتروني,إِلِكْترُونِيّ,adj,electronic
1,80,وهي,هِيَ,pron,it/they/she
1,81,ظاهرة,ظاهِرَة,noun,phenomenon
1,82,منتشرة,مُنْتَشِر,adj,spreading;scattered;prevalent
1,83,في,فِي,prep,in
1,84,الآونة,أَوان,noun,times;moments
1,85,الأخيرة,أَخِير,adj,last;latest;recent;latter
1,86,",",",",punc,","
1,87,وغير,غَيْر,noun,not;other
1,88,ذلك,ذٰلِكَ,pron_dem,that
1,89,إضاعة,إِضاعَة,noun,waste;loss
1,90,الوقت,وَقْت,noun,time;moment;period_of_time
1,91,الذي,الَّذِي,pron_rel,which;who;whom_[masc.sg.]
1,92,يمكن,أَمْكَن,verb,be_possible;make_possible_for
1,93,استثماره,ٱِسْتِثْمار,noun,invest;investing
1,94,بفائدة,فائِدَة,noun,benefit;use
1,95,أخرى,آخَر,adj,other;another
1,96,.,.,punc,.
1,97,ومن,مِن,prep,from
1,98,أمثلة,مِثال,noun,examples;models;proverbs
1,99,إضاعة,إِضاعَة,noun,waste;loss
1,100,الوقت,وَقْت,noun,time;moment;period_of_time
1,101,قضاء,قَضاء,noun,justice;judiciary
1,102,وقت,وَقْت,noun,time;moment;period_of_time
1,103,العمل,عَمَل,noun,work;action
1,104,على,عَلَى,prep,on;above
1,105,وسائل,وَسِيلَة,noun,means;devices;instruments
1,106,التواصل,تَواصُل,noun,continuity;continuation
1,107,الاجتماعي,ٱِجْتِماعِيّ,adj,social
1,108,لإضاعته,إِضاعَة,noun,waste;loss
1,109,.,.,punc,.
1,110,ومن,مِن,prep,from
1,111,مؤثرات,مُؤَثِّر,adj,influential;impressive
1,112,الوسائل,وَسِيلَة,noun,means;devices;instruments
1,113,على,عَلَى,prep,on;above
1,114,المجتمع,مُجْتَمَع,noun,society
1,115,أن,أَنْ,conj_sub,"That,_to"
1,116,تنتشر,ٱِنْتَشَر,verb,be_spread;be_diffused;be_publicized
1,117,الإشاعات,إِشاعَة,noun,rumors
1,118,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
1,119,تولد,وَلَد,verb,be_born
1,120,وتزيد,أَزاد,verb,supply;provide
1,121,من,مِن,prep,from
1,122,المشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
1,123,ومنها,مِن,prep,from
1,124,المشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
1,125,الأسرية,أُسَرِيّ,adj,domestic;family
1,126,والاجتماعية,ٱِجْتِماعِيّ,adj,social
1,127,والسياسية,سِياسِيّ,noun,politician;statesman
1,128,وغيرها,غَيْر,noun,not;other
1,129,.,.,punc,.
1,130,وعلى,عَلَى,prep,on;above
1,131,سبيل,سَبِيل,noun,way;road
1,132,التأثير,تَأْثِير,noun,effect;influence;impact
1,133,الإيجابي,إِيجابِيّ,adj,positive;affirmative
1,134,من,مِن,prep,from
1,135,الممكن,مُمْكِن,adj,possible
1,136,أن,أَنْ,conj_sub,"That,_to"
1,137,تنتشر,ٱِنْتَشَر,verb,be_spread;be_diffused;be_publicized
1,138,التوعية,تَوْعِيَة,noun,making_aware;enlightening;raising_awareness
1,139,في,فِي,prep,in
1,140,بعض,بَعْض,noun_quant,"some,_a_few,_little,_part"
1,141,المجالات,مَجال,noun,areas;fields;arenas;contexts
1,142,على,عَلَى,prep,on;above
1,143,المجتمع,مُجْتَمَع,noun,society
1,144,من,مِن,prep,from
1,145,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
1,146,وسائل,وَسِيلَة,noun,means;devices;instruments
1,147,التواصل,تَواصُل,noun,continuity;continuation
1,148,.,.,punc,.
1,149,أيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
1,150,من,مِن,prep,from
1,151,الممكن,مُمْكِن,adj,possible
1,152,أن,أَنْ,conj_sub,"That,_to"
1,153,تنتشر,ٱِنْتَشَر,verb,be_spread;be_diffused;be_publicized
1,154,بعض,بَعْض,noun_quant,"some,_a_few,_little,_part"
1,155,الثقافات,ثَقافَة,noun,culture;civilization
1,156,الإيجابية,إِيجابِيّ,adj,positive;affirmative
1,157,على,عَلَى,prep,on;above
1,158,المجتمع,مُجْتَمَع,noun,society
1,159,من,مِن,prep,from
1,160,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
1,161,وسائل,وَسِيلَة,noun,means;devices;instruments
1,162,التواصل,تَواصُل,noun,continuity;continuation
1,163,كالقراءة,قِراءَة,noun,reading
1,164,.,.,punc,.
2,0,قام,قام,verb,undertake;carry_out
2,1,انتشار,ٱِنْتِشار,noun,spreading;spread;diffusion
2,2,وسائل,وَسِيلَة,noun,means;devices;instruments
2,3,التواصل,تَواصُل,noun,continuity;continuation
2,4,الاجتماعي,ٱِجْتِماعِيّ,adj,social
2,5,بشكل,شَكْل,noun,manner;form;configuration
2,6,كبير,كَبِير,adj,large;great;important;major;senior
2,7,وهذا,هٰذا,pron_dem,this_[masc.sg.]
2,8,أثر,أَثَّر,verb,affect;influence
2,9,على,عَلَى,prep,on;above
2,10,المجتمع,مُجْتَمَع,noun,society
2,11,بشكل,شَكْل,noun,manner;form;configuration
2,12,إيجابي,إِيجابِيّ,adj,positive;affirmative
2,13,وسلبي,سَلْبِيّ,adj,negative;passive
2,14,.,.,punc,.
2,15,من,مِن,prep,from
2,16,الآثار,أَثَر,noun,records;traces;effects
2,17,الإيجابية,إِيجابِيّ,adj,positive;affirmative
2,18,للتواصل,تَواصُل,noun,continuity;continuation
2,19,الاجتماعي,ٱِجْتِماعِيّ,adj,social
2,20,التواصل,تَواصُل,noun,continuity;continuation
2,21,مع,مَع,noun,something_with
2,22,الناس,ناس,noun,people
2,23,بشكل,شَكْل,noun,manner;form;configuration
2,24,أسهل,أَسْهَل,adj_comp,easier/easiest
2,25,",",",",punc,","
2,26,ومن,مِن,prep,from
2,27,الآثار,أَثَر,noun,records;traces;effects
2,28,السلبية,سَلْبِيّ,adj,negative;passive
2,29,انتشار,ٱِنْتِشار,noun,spreading;spread;diffusion
2,30,الكراهية,كَراهِيَّة,noun,antipathy;dislike
2,31,والفساد,فَساد,noun,deterioration;decomposition
2,32,بين,بَيْنَ,noun,between/among
2,33,الناس,ناس,noun,people
2,34,.,.,punc,.
3,0,وسائل,وَسِيلَة,noun,means;devices;instruments
3,1,التواصل,تَواصُل,noun,continuity;continuation
3,2,الاجتماعي,ٱِجْتِماعِيّ,adj,social
3,3,لقد,قَدْ,part_verb,already
3,4,تطورت,تَطَوَّر,verb,develop;advance
3,5,وسائل,وَسِيلَة,noun,means;devices;instruments
3,6,المعرفة,مَعْرِفَة,noun,knowledge;information;acquaintance
3,7,والتقدم,تَقَدُّم,noun,progress;advancement;coming_forward
3,8,واجتاحت,ٱِجْتاح,verb,invade
3,9,وسائل,وَسِيلَة,noun,means;devices;instruments
3,10,التواصل,تَواصُل,noun,continuity;continuation
3,11,الاجتماعي,ٱِجْتِماعِيّ,adj,social
3,12,منازلنا,مَنْزِل,noun,houses;residences
3,13,وحياتنا,حَياة,noun,life
3,14,وأيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
3,15,مائدة,مائِدَة,noun,table
3,16,طعامنا,طَعام,noun,food
3,17,دون,دُون,noun,without;beneath;underneath;inferior;poor
3,18,استئذان,ٱِسْتِئْذان,noun,request_for_authorization
3,19,.,.,punc,.
3,20,فللأسف,أَسَف,noun,regret;sorry
3,21,أصبحت,أَصْبَح,verb,become;begin;start
3,22,فردا,فَرْد,noun,individual;unit
3,23,من,مِن,prep,from
3,24,العائلة,عائِلَة,noun,family;household
3,25,",",",",punc,","
3,26,فردا,فَرْد,noun,individual;unit
3,27,غير,غَيْر,noun,not;other
3,28,مرحب,مُرَحِّب,noun,welcoming;receiving
3,29,به,بِ,prep,with/by_+_it/him
3,30,",",",",punc,","
3,31,ولكنه,لٰكِنَّ,verb_pseudo,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
3,32,متواجد,مُتَواجِد,noun,present;available
3,33,رغما,رَغْم,noun,in_spite_of;despite
3,34,عنا,عَن,prep,"(away)_from,_off,_about,_on,_over"
3,35,",",",",punc,","
3,36,فقد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
3,37,أصبح,أَصْبَح,verb,become;begin;start
3,38,مسيطرا,مُسَيْطِر,adj,ruling;controlling
3,39,على,عَلَى,prep,on;above
3,40,خلايا,خَلِيَّة,noun,cells
3,41,أدمغتنا,دِماغ,noun,brains
3,42,وحواسنا,حاسَّة,noun,senses
3,43,.,.,punc,.
3,44,لا,لا,part_neg,no;not;non-
3,45,أنكر,أَنْكَر,verb,be_denied;be_disavowed;be_refused
3,46,أن,أَنَّ,conj_sub,that
3,47,هذا,هٰذا,pron_dem,this_[masc.sg.]
3,48,الفرد,فَرْد,noun,individual;unit
3,49,قرب,قَرَّب,verb,bring_close;approximate
3,50,لنا,لِ,prep,to/for_+_us_(we_have)
3,51,البعيد,بَعِيد,noun,remote;distant;far
3,52,",",",",punc,","
3,53,ولكن,لٰكِنْ,conj,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
3,54,مع,مَع,noun,something_with
3,55,ذلك,ذٰلِكَ,pron_dem,that
3,56,أبعد,أَبْعَد,verb,remove;expel
3,57,القريب,قَرِيب,noun,relative
3,58,",",",",punc,","
3,59,وأصبحت,أَصْبَح,verb,become;begin;start
3,60,الأخبار,خَبَر,noun,news;reports
3,61,بوجوده,وُجُود,noun,presence;existence
3,62,تصلنا,وَصَل,verb,arrive_at;reach;connect
3,63,بعد,بَعْد,noun,after
3,64,ثوان,ثانِيَة,noun,seconds_(time_span)
3,65,من,مِن,prep,from
3,66,حدوثها,حُدُوث,noun,occurrence;happening
3,67,حتى,حَتَّى,prep,until;up_to
3,68,إن,إِنْ,conj_sub,"Although,_(even)_though,_even_if,_despite,_in_spite_of_the_fact_that,_verily,_truly"
3,69,كانت,كان,verb,be;was;were
3,70,من,مِن,prep,from
3,71,مشرق,مَشْرِق,noun,East;Levant
3,72,الأرض,أَرْض,noun,earth;territory;land
3,73,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
3,74,مغربها,مَغْرِب,noun,sunset
3,75,",",",",punc,","
3,76,فهو,هُوَ,pron,it/he
3,77,يجمع,جَمَع,verb,be_gathered;be_assembled
3,78,العالم,عالَم,noun,world
3,79,كله,كُلّ,noun_quant,"all,_entire,_every,_whole"
3,80,في,فِي,prep,in
3,81,شاشة,شاشَة,noun,screen
3,82,لامعة,لامِع,adj,splendid;illustrious
3,83,صغيرة,صَغِير,adj,small;young
3,84,.,.,punc,.
3,85,ولكن,لٰكِنْ,conj,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
3,86,لنتحدث,تَحَدَّث,verb,speak;discuss
3,87,بكل,كُلّ,noun_quant,"all,_entire,_every,_whole"
3,88,أريحية,أَرْيَحِيَّة,noun,munificence;generosity
3,89,وصراحة,صَراحَة,noun,sincerity;candor;frankness
3,90,",",",",punc,","
3,91,مواقع,مَوْقِع,noun,positions;locations;sites
3,92,التواصل,تَواصُل,noun,continuity;continuation
3,93,الاجتماعي,ٱِجْتِماعِيّ,adj,social
3,94,أصبحت,أَصْبَح,verb,become;begin;start
3,95,عبارة,عِبارَة,noun,expression
3,96,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
3,97,أداة,أَداة,noun,tool;instrument;apparatus
3,98,ذات,ذات,noun,same;self;essence
3,99,حدين,حَدّ,noun,"be_furious,delimit;halt,stop;halt;end,border;frontier;limits,extent;limit;level"
3,100,قد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
3,101,تدمر,دَمَّر,verb,be_destroyed;be_wrecked
3,102,حياتك,حَياة,noun,life
3,103,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
3,104,حياة,حَياة,noun,life
3,105,أي,أَيّ,noun_quant,any
3,106,شخص,شَخْص,noun,individual;person
3,107,آخر,آخَر,adj,other;another
3,108,بكبسة,كَبْسَة,noun,raid;surprise_attack
3,109,زر,زِرّ,noun,button;switch_button
3,110,",",",",punc,","
3,111,وقد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
3,112,تشرق,أَشْرَق,verb,be_risen;be_shone
3,113,حياة,حَياة,noun,life
3,114,أحدهم,أَحَد,noun,one_(of);someone;anyone;no-one
3,115,من,مِن,prep,from
3,116,ذات,ذات,noun,same;self;essence
3,117,كبسة,كَبْسَة,noun,raid;surprise_attack
3,118,الزر,زِرّ,noun,button;switch_button
3,119,تلك,ذٰلِكَ,pron_dem,that;those
3,120,.,.,punc,.
3,121,ولكن,لٰكِنَّ,verb_pseudo,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
3,122,هذا,هٰذا,pron_dem,this_[masc.sg.]
3,123,بالطبع,طَبْع,noun,naturally;of_course
3,124,يعتمد,ٱِعْتَمَد,verb,be_depended_or_relied_(on)
3,125,علينا,عَلَى,prep,on;above
3,126,نحن,نَحْنُ,pron,we
3,127,كأفراد,فَرْد,noun,individuals
3,128,على,عَلَى,prep,on;above
3,129,مدى,مَدَى,noun,extent;range
3,130,سيطرة,سَيْطَرَة,noun,control;dominion
3,131,تلك,ذٰلِكَ,pron_dem,that;those
3,132,الشاشات,شاشَة,noun,screens
3,133,علينا,عَلَى,prep,on;above
3,134,.,.,punc,.
3,135,علينا,عَلَى,prep,on;above
3,136,عدم,عَدَم,noun,absence_of;lack_of;not;non-
3,137,الاستسلام,ٱِسْتِسْلام,noun,surrender;capitulation;resignation
3,138,والعيش,عَيْش,noun,life;living
3,139,في,فِي,prep,in
3,140,عالم,عالَم,noun,world
3,141,قد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
3,142,يزول,زال,verb,disappear
3,143,بمجرد,مُجَرَّد,noun,for_no_other_reason_but;for_the_sole_reason_that
3,144,أن,أَنْ,conj_sub,"That,_to"
3,145,نطفئ,أَطْفَأ,verb,put_out;extinguish
3,146,الإنترنت,إِنْتِرْنِت,noun_prop,Internet
3,147,",",",",punc,","
3,148,علينا,عَلَى,prep,on;above
3,149,مزاولة,مُزاوَلَة,noun,pursuit;practice
3,150,العيش,عَيْش,noun,life;living
3,151,في,فِي,prep,in
3,152,حياتنا,حَياة,noun,life
