sentence_index,word_index,word,gold_lex,gold_pos
2,53,.,.,punc
3,0,اختتام,ٱِخْتِتام,noun
3,1,مؤتمر,مُؤْتَمَر,noun
3,2,ويكيمانيا,وِيكِيمَانْيَا,noun_prop
3,3,2013,2013,digit
3,4,في,فِي,prep
3,5,هونغ,هُونْج,noun_prop
3,6,كونغ,كُونْج,noun_prop
4,0,اختتمت,ٱِخْتَتَم,verb
4,1,في,فِي,prep
4,2,مساء,مَساء,noun
4,3,يوم,يَوْم,noun
4,4,الأحد,أَحَد,noun
4,5,الفائت,فائِت,adj
4,6,الحادي,حادِي,adj_num
4,7,عشر,عَشْر,noun_num
4,8,من,مِن,prep
4,9,أغسطس,أَغُسْطُس,noun_prop
4,10,فعاليات,فَعّالِيَّة,noun
4,11,مؤتمر,مُؤْتَمَر,noun
4,12,ويكيمانيا,وِيكِيمَانْيَا,noun_prop
4,13,لعام,عام,noun
4,14,2013,2013,digit
4,15,في,فِي,prep
4,16,هونغ,هُونْج,noun_prop
4,17,كونغ,كُونْج,noun_prop
4,18,",",",",punc
4,19,بعد,بَعْد,noun
4,20,خمسة,خَمْس,noun_num
4,21,أيام,يَوْم,noun
4,22,من,مِن,prep
4,23,المحاضرات,مُحاضَرَة,noun
4,24,والورشات,وَرْشَة,noun
4,25,والنقاشات,نِقاش,noun
4,26,المختلفة,مُخْتَلِف,adj
4,27,عن,عَن,prep
4,28,حركة,حَرَكَة,noun
4,29,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
4,30,ومشاريعها,مَشْرُوع,noun
4,31,التي,الَّذِي,pron_rel
4,32,كانت,كان,verb
4,33,الأكثر,أَكْثَر,adj_comp
4,34,شهرة,شُهْرَة,noun
4,35,منها,مِن,prep
4,36,موسوعة,مَوْسُوعَة,noun
4,37,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
4,38,",",",",punc
4,39,لينتهي,ٱِنْتَهَى,verb
4,40,بذلك,ذٰلِكَ,pron_dem
4,41,العام,عامّ,adj
4,42,التاسع,تاسِع,adj_num
4,43,على,عَلَى,prep
4,44,التوالي,تَوالِي,noun
4,45,لمؤتمر,مُؤْتَمَر,noun
4,46,ويكيمانيا,وِيكِيمَانْيَا,noun_prop
4,47,السنوي,سَنَوِيّ,adj
4,48,.,.,punc
5,0,وكان,كان,verb
5,1,المؤتمر,مُؤْتَمَر,noun
5,2,",",",",punc
5,3,التاسع,تاسِع,adj_num
5,4,من,مِن,prep
5,5,نوعه,نَوْع,noun
5,6,عالميا,عالَمِيّ,adj
5,7,والذي,الَّذِي,pron_rel
5,8,يعد,عَدّ,verb
5,9,أكبر,أَكْبَر,adj_comp
5,10,مؤتمر,مُؤْتَمَر,noun
5,11,لحركة,حَرَكَة,noun
5,12,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
5,13,للمحتوى,مُحْتَوَى,noun
5,14,الحر,حُرّ,adj
5,15,في,فِي,prep
5,16,العالم,عالَم,noun
5,17,",",",",punc
5,18,قد,قَدْ,part_verb
5,19,بدأ,بَدَأ,verb
5,20,في,فِي,prep
5,21,يوم,يَوْم,noun
5,22,الأربعاء,أَرْبِعاء,noun
5,23,السابع,سابِع,adj_num
5,24,من,مِن,prep
5,25,أغسطس,أَغُسْطُس,noun_prop
5,26,بمرحلته,مَرْحَلَة,noun
5,27,التمهيدية,تَمْهِيدِيّ,adj
5,28,",",",",punc
5,29,حيث,حَيْثُ,adv_rel
5,30,شمل,شَمِل,verb
5,31,عددا,عَدَد,noun
5,32,من,مِن,prep
5,33,المحاضرات,مُحاضَرَة,noun
5,34,والورشات,وَرْشَة,noun
5,35,غير,غَيْر,noun
5,36,الرسمية,رَسْمِيّ,adj
5,37,",",",",punc
5,38,أهمها,أَهَمّ,adj_comp
5,39,ورشات,وَرْشَة,noun
5,40,ال,ال,part_det
5,41,"""","""",punc
5,42,Devcamp,Devcamp,foreign
5,43,"""","""",punc
5,44,المتخصصة,مُتَخَصِّص,adj
5,45,بتعليم,تَعْلِيم,noun
5,46,وممارسة,مُمارَسَة,noun
5,47,الأعمال,عَمَل,noun
5,48,التقنية,تَقْنِيّ,adj
5,49,لبرمجة,بَرْمَجَة,noun
5,50,أدوات,أَداة,noun
5,51,مواقع,مَوْقِع,noun
5,52,الويكي,وِيكِي,noun
5,53,بلغة,لُغَة,noun
5,54,البايثون,بَايْثُونْ,noun
5,55,",",",",punc
5,56,وتطوير,تَطْوِير,noun
5,57,المميزات,مُمَيِّز,noun
5,58,الجديدة,جَدِيد,adj
5,59,لإضافتها,إِضافَة,noun
5,60,إلى,إِلَى,prep
5,61,هذه,هٰذا,pron_dem
5,62,المواقع,مَوْقِع,noun
5,63,على,عَلَى,prep
5,64,Wikimedia,Wikimedia,foreign
5,65,labs,labs,foreign
5,66,(,(,punc
5,67,مختبرات,مُخْتَبَر,noun
5,68,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
5,69,),),punc
5,70,",",",",punc
5,71,وهي,هِيَ,pron
5,72,موقع,مَوْقِع,noun
5,73,مخصص,مُخَصَّص,adj
5,74,لاختبار,ٱِخْتِبار,noun
5,75,وتجربة,تَجْرِبَة,noun
5,76,أدوات,أَداة,noun
5,77,الويكي,وِيكِي,noun
5,78,الجديدة,جَدِيد,adj
5,79,قبل,قَبْل,noun
5,80,تعميمها,تَعْمِيم,noun
5,81,على,عَلَى,prep
5,82,مشاريع,مَشْرُوع,noun
5,83,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
5,84,.,.,punc
5,85,كما,كَما,conj
5,86,شملت,شَمِل,verb
5,87,الأيام,يَوْم,noun
5,88,التمهيدية,تَمْهِيدِيّ,adj
5,89,لقاءات,لِقاء,noun
5,90,ومناقشات,مُناقَشَة,noun
5,91,متعلقة,مُتَعَلِّق,adj
5,92,بفروع,فَرْع,noun
5,93,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
5,94,(,(,punc
5,95,Wikimedia,Wikimedia,foreign
5,96,Chapters,Chapters,foreign
5,97,),),punc
5,98,",",",",punc
5,99,وهي,هِيَ,pron
5,100,أشبه,أَشْبَه,adj_comp
5,101,بمنظمات,مُنَظَّمَة,noun
5,102,أو,أَوْ,conj
5,103,جمعيات,جَمْعِيَّة,noun
5,104,ويكيميدية,وِيكِيمِيدِيّ,adj
5,105,محلية,مَحَلِّيّ,adj
5,106,يديرها,أَدار,verb
5,107,متطوعو,مُتَطَوِّع,noun
5,108,مشاريع,مَشْرُوع,noun
5,109,الويكي,وِيكِي,noun
5,110,في,فِي,prep
5,111,البلدان,بَلَد,noun
5,112,المختلفة,مُخْتَلِف,adj
5,113,.,.,punc
6,0,وقد,قَدْ,part_verb
6,1,ظهر,ظَهَر,verb
6,2,جيمي,جِيمِي,noun_prop
6,3,ويلز,لَزّ,verb
6,4,",",",",punc
6,5,مؤسس,مُؤَسِّس,noun
6,6,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
6,7,",",",",punc
6,8,للمرة,مَرَّة,noun
6,9,الأولى,أَوَّل,adj_num
6,10,في,فِي,prep
6,11,المؤتمر,مُؤْتَمَر,noun
6,12,بحفل,حَفْل,noun
6,13,ترحيبي,تَرْحِيبِيّ,adj
6,14,أقيم,أَقام,verb
6,15,في,فِي,prep
6,16,مركز,مَرْكَز,noun
6,17,التجارة,تِجارَة,noun
6,18,العالمي,عالَمِيّ,adj
6,19,بهونغ,هُونْج,noun_prop
6,20,كونغ,كُونْج,noun_prop
6,21,",",",",punc
6,22,وهو,هُوَ,pron
6,23,أعلى,أَعْلَى,adj_comp
6,24,مبنى,مَبْنَى,noun
6,25,في,فِي,prep
6,26,المدينة,مَدِينَة,noun
6,27,وخامس,خامِس,adj_num
6,28,أعلى,أَعْلَى,adj_comp
6,29,بناء,بِناء,noun
6,30,بالعالم,عالَم,noun
6,31,",",",",punc
6,32,وألقى,أَلْقَى,verb
6,33,كلمة,كَلِمَة,noun
6,34,قصيرة,قَصِير,adj
6,35,رحب,رَحَّب,verb
6,36,فيها,فِي,prep
6,37,بالحضور,حُضُور,noun
6,38,.,.,punc
7,0,وجاء,جاء,verb
7,1,الافتتاح,ٱِفْتِتاح,noun
7,2,الرسمي,رَسْمِيّ,adj
7,3,للمؤتمر,مُؤْتَمَر,noun
7,4,في,فِي,prep
7,5,يوم,يَوْم,noun
7,6,الجمعة,جُمْعَة,noun
7,7,",",",",punc
7,8,ثاني,ثانِي,adj_num
7,9,أيام,يَوْم,noun
7,10,العيد,عِيد,noun
7,11,",",",",punc
7,12,حيث,حَيْثُ,adv_rel
7,13,ألقى,أَلْقَى,verb
7,14,دانييل,دانِيِيل,noun_prop
7,15,لاي,أَيّ,noun_quant
7,16,",",",",punc
7,17,رئيس,رَئِيس,noun
7,18,قسم,قِسْم,noun
7,19,المعلومات,مَعْلُوم,noun
7,20,في,فِي,prep
7,21,حكومة,حُكُومَة,noun
7,22,هونغ,هُونْج,noun_prop
7,23,كونغ,كُونْج,noun_prop
7,24,",",",",punc
7,25,كلمة,كَلِمَة,noun
7,26,افتتاحية,ٱِفْتِتاحِيَّة,noun
7,27,تحدث,تَحَدَّث,verb
7,28,فيها,فِي,prep
7,29,عن,عَن,prep
7,30,استضافة,ٱِسْتِضافَة,noun
7,31,المدينة,مَدِينَة,noun
7,32,للحدث,حَدَث,noun
7,33,",",",",punc
7,34,أعقبتها,أَعْقَب,verb
7,35,محاضرة,مُحاضَرَة,noun
7,36,للبروفيسور,برُوفِسُور,noun
7,37,ماكوتو,مَاكُوتُو,noun_prop
7,38,أوماكوتو,أُومَاكُوتُو,noun_prop
7,39,عن,عَن,prep
7,40,مشروع,مَشْرُوع,noun
7,41,"""","""",punc
7,42,saveMLAK,saveMLAK,foreign
7,43,"""","""",punc
7,44,في,فِي,prep
7,45,اليابان,يابان,noun_prop
7,46,",",",",punc
7,47,وأخيرا,أَخِير,adj
7,48,كلمة,كَلِمَة,noun
7,49,جيمي,جِيمِي,noun_prop
7,50,ويلز,لَزّ,verb
7,51,",",",",punc
7,52,التي,الَّذِي,pron_rel
7,53,ذكر,ذَكَر,verb
7,54,فيها,فِي,prep
7,55,عددا,عَدَد,noun
7,56,من,مِن,prep
7,57,التطورات,تَطَوُّر,noun
7,58,والإنجازات,إِنْجاز,noun
7,59,الهامة,هامّ,adj
7,60,التي,الَّذِي,pron_rel
7,61,شهدتها,شَهِد,verb
7,62,الحركة,حَرَكَة,noun
7,63,خلال,خِلال,noun
7,64,العام,عام,noun
7,65,الماضي,ماضِي,adj
7,66,",",",",punc
7,67,بينها,بَيْنَ,noun
7,68,تجاوز,تَجاوُز,noun
7,69,أربع,أَرْبَع,noun_num
7,70,نسخ,نُسْخَة,noun
7,71,من,مِن,prep
7,72,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
7,73,حاجز,حاجِز,noun
7,74,المليون,مِلْيُون,noun_num
7,75,مقالة,مَقال,noun
7,76,",",",",punc
7,77,وانتخاب,ٱِنْتِخاب,noun
7,78,مجلس,مَجْلِس,noun
7,79,أمناء,أَمِين,noun
7,80,جديد,جَدِيد,adj
7,81,لمؤسسة,مُؤَسَّسَة,noun
7,82,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
7,83,",",",",punc
7,84,وانتقال,ٱِنْتِقال,noun
7,85,مشاريع,مَشْرُوع,noun
7,86,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
7,87,من,مِن,prep
7,88,امتداد,ٱِمْتِداد,noun
7,89,HTTP,HTTP,foreign
7,90,إلى,إِلَى,prep
7,91,HTTPS,HTTPS,foreign
7,92,.,.,punc
7,93,كذلك,ذٰلِكَ,pron_dem
7,94,",",",",punc
7,95,تحدث,تَحَدَّث,verb
7,96,جيمي,جِيمِي,noun_prop
7,97,ويلز,لَزّ,verb
7,98,عن,عَن,prep
7,99,مشروع,مَشْرُوع,noun
7,100,جديد,جَدِيد,adj
7,101,ينوي,نَوَى,verb
7,102,إطلاقه,إِطْلاق,noun
7,103,لتشكيل,تَشْكِيل,noun
7,104,وكالة,وِكالَة,noun
7,105,أنباء,نَبَأ,noun
7,106,للإعلام,إِعْلام,noun
7,107,البديل,بَدِيل,noun
7,108,والحر,حُرّ,adj
7,109,",",",",punc
7,110,ودعا,دَعا,verb
7,111,حضور,حُضُور,noun
7,112,المؤتمر,مُؤْتَمَر,noun
7,113,من,مِن,prep
7,114,المهتمين,مُهْتَمّ,adj
7,115,إلى,إِلَى,prep
7,116,مناقشة,مُناقَشَة,noun
7,117,وتطوير,تَطْوِير,noun
7,118,الفكرة,فِكْرَة,noun
7,119,معه,مَع,noun
7,120,.,.,punc
8,0,وقد,قَدْ,part_verb
8,1,انطلقت,ٱِنْطَلَق,verb
8,2,أنشطة,نَشاط,noun
8,3,المؤتمر,مُؤْتَمَر,noun
8,4,الرسمية,رَسْمِيّ,adj
8,5,بعد,بَعْد,noun
8,6,انتهاء,ٱِنْتِهاء,noun
8,7,الافتتاح,ٱِفْتِتاح,noun
8,8,",",",",punc
8,9,حيث,حَيْثُ,adv_rel
8,10,بدأت,بَدَأ,verb
8,11,المحاضرات,مُحاضَرَة,noun
8,12,والمناقشات,مُناقَشَة,noun
8,13,وورشات,وَرْشَة,noun
8,14,العمل,عَمَل,noun
8,15,عن,عَن,prep
8,16,مختلف,مُخْتَلِف,noun
8,17,المواضيع,مَوْضُوع,noun
8,18,المتعلقة,مُتَعَلِّق,adj
8,19,بمشاريع,مَشْرُوع,noun
8,20,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
8,21,وتطويرها,تَطْوِير,noun
8,22,وتحسينها,تَحْسِين,noun
8,23,.,.,punc
8,24,تناول,تَناوَل,verb
8,25,إينار,إِينَارْ,noun_prop
8,26,سبيتز,سْبِيتْزْ,noun_prop
8,27,وتيمو,تِيمُو,noun
8,28,لينونيون,لِينُونْيُونْ,noun_prop
8,29,في,فِي,prep
8,30,محاضرة,مُحاضَرَة,noun
8,31,مشتركة,مُشْتَرَك,adj
8,32,تفاصيل,تَفْصِيل,noun
8,33,استفتاء,ٱِسْتِفْتاء,noun
8,34,عام,عام,noun
8,35,أجرياه,أَجْرَى,verb
8,36,لأعضاء,عُضْو,noun
8,37,البرلمان,بَرْلَمان,noun
8,38,السويدي,سُوِيدِيّ,adj
8,39,",",",",punc
8,40,ليتعرفا,تَعَرَّف,verb
8,41,على,عَلَى,prep
8,42,طريقة,طَرِيقَة,noun
8,43,نظر,نَظَر,noun
8,44,واستعمال,ٱِسْتِعْمال,noun
8,45,أعضاء,عُضْو,noun
8,46,البرلمان,بَرْلَمان,noun
8,47,لموسوعة,مَوْسُوعَة,noun
8,48,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
8,49,",",",",punc
8,50,ولمفاجأتهما,مُفاجَأَة,noun
8,51,",",",",punc
8,52,تبين,تَبَيَّن,verb
8,53,أن,أَنَّ,conj_sub
8,54,معظم,مُعْظَم,noun_quant
8,55,أعضاء,عُضْو,noun
8,56,البرلمان,بَرْلَمان,noun
8,57,بالواقع,واقِع,noun
8,58,يستعملون,ٱِسْتَعْمَل,verb
8,59,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
8,60,دوريا,دَوْرِيّ,noun
8,61,ويؤمنون,آمَن,verb
8,62,بوثوقيتها,وُثُوقِيَّة,noun
8,63,ودقتها,دِقَّة,noun
8,64,العلمية,عِلْمِيّ,adj
8,65,",",",",punc
8,66,بل,بَلْ,conj
8,67,وإن,إِنَّ,verb_pseudo
8,68,عددا,عَدَد,noun
8,69,منهم,مِن,prep
8,70,قد,قَدْ,part_verb
8,71,سبق,سَبَق,verb
8,72,وأن,أَنْ,conj_sub
8,73,عدل,عَدَّل,verb
8,74,مقالاتها,مَقال,noun
8,75,.,.,punc
8,76,كما,كَما,conj
8,77,تحدث,تَحَدَّث,verb
8,78,بنيامين,بِنْيامِين,noun_prop
8,79,ماكو,مَاكُو,noun_prop
8,80,هل,هَلْ,part_interrog
8,81,في,فِي,prep
8,82,محاضرة,مُحاضَرَة,noun
8,83,أخرى,آخَر,adj
8,84,عن,عَن,prep
8,85,تقدم,تَقَدُّم,noun
8,86,البحوث,بَحْث,noun
8,87,العلمية,عِلْمِيّ,adj
8,88,المتعلقة,مُتَعَلِّق,adj
8,89,بويكيبيديا,وِيكِيبِيدْيَا,noun
8,90,بين,بَيْنَ,noun
8,91,عامي,عام,noun
8,92,2012,2012,digit
8,93,و,وَ,conj
8,94,2013,2013,digit
8,95,",",",",punc
8,96,وتناول,تَناوَل,verb
8,97,عينات,عَيِّنَة,noun
8,98,من,مِن,prep
8,99,أفضل,أَفْضَل,adj_comp
8,100,وأشمل,أَشْمَل,adj_comp
8,101,البحوث,بَحْث,noun
8,102,التي,الَّذِي,pron_rel
8,103,فحصها,فَحْص,noun
8,104,ودققها,دُقَّة,noun
8,105,",",",",punc
8,106,حيث,حَيْثُ,adv_rel
8,107,كان,كان,verb
8,108,بينها,بَيْنَ,noun
8,109,بحث,بَحْث,noun
8,110,يحلل,حَلَّل,verb
8,111,الطبيعة,طَبِيعَة,noun
8,112,الموسوعية,مَوْسُوعِيّ,adj
8,113,لويكيبيديا,وِيكِيبِيدْيَا,noun
8,114,",",",",punc
8,115,وآخر,آخَر,adj
8,116,يتناول,تَناوَل,verb
8,117,مشروع,مَشْرُوع,noun
8,118,ويكاموس,وِيكَامُوسْ,noun_prop
8,119,الشقيق,شَقِيق,adj
8,120,",",",",punc
8,121,إضافة,إِضافَة,noun
8,122,إلى,إِلَى,prep
8,123,أربعة,أَرْبَع,noun_num
8,124,بحوث,بَحْث,noun
8,125,أخرى,آخَر,adj
8,126,.,.,punc
8,127,وكانت,كان,verb
8,128,هناك,هُناكَ,adv
8,129,محاضرات,مُحاضَرَة,noun
8,130,وورشات,وَرْشَة,noun
8,131,عديدة,عَدِيد,adj
8,132,أخرى,آخَر,adj
8,133,",",",",punc
8,134,تناولت,تَناوَل,verb
8,135,العديد,عَدِيد,adj
8,136,من,مِن,prep
8,137,المشاريع,مَشْرُوع,noun
8,138,والمواضيع,مَوْضُوع,noun
8,139,المتنوعة,مُتَنَوِّع,adj
8,140,",",",",punc
8,141,مثل,مِثْل,noun
8,142,مسابقة,مُسابَقَة,noun
8,143,الويكي,وِيكِي,noun
8,144,تهوى,هَوَى,verb
8,145,المعالم,مَعْلَم,noun
8,146,ومشروع,مَشْرُوع,noun
8,147,GLAM,GLAM,foreign
8,148,(,(,punc
8,149,للتعاون,تَعاوُن,noun
8,150,بين,بَيْنَ,noun
8,151,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
8,152,والمتاحف,مَتْحَف,noun
8,153,والمؤسسات,مُؤَسَّسَة,noun
8,154,الثقافية,ثَقافِيّ,adj
8,155,),),punc
8,156,ومشروع,مَشْرُوع,noun
8,157,"""","""",punc
8,158,OpenStreetMap,OpenStreetMap,foreign
8,159,"""","""",punc
8,160,(,(,punc
8,161,لإنشاء,إِنْشاء,noun
8,162,الخرائط,خَرِيطَة,noun
8,163,الحرة,حُرّ,adj
8,164,),),punc
8,165,وغيرها,غَيْر,noun
8,166,من,مِن,prep
8,167,المواضيع,مَوْضُوع,noun
8,168,.,.,punc
9,0,وكانت,كان,verb
9,1,هناك,هُناكَ,adv
9,2,مشاركة,مُشارَكَة,noun
9,3,عربية,عَرَبِيّ,adj
9,4,جيدة,جَيِّد,adj
9,5,في,فِي,prep
9,6,المؤتمر,مُؤْتَمَر,noun
9,7,لهذا,هٰذا,pron_dem
9,8,العام,عامّ,adj
9,9,",",",",punc
9,10,حيث,حَيْثُ,adv_rel
9,11,كانت,كان,verb
9,12,من,مِن,prep
9,13,نصيب,نَصِيب,noun
9,14,المساهمين,مُساهِم,noun
9,15,العرب,عَرَبِيّ,adj
9,16,ثلاث,ثَلاث,noun_num
9,17,من,مِن,prep
9,18,محاضرات,مُحاضَرَة,noun
9,19,ويكيمانيا,وِيكِيمَانْيَا,noun_prop
9,20,.,.,punc
9,21,فقد,قَدْ,part_verb
9,22,تحدث,تَحَدَّث,verb
9,23,زكريا,زَكَرِيّا,noun_prop
9,24,من,مِن,prep
9,25,المغرب,مَغْرِب,noun_prop
9,26,في,فِي,prep
9,27,محاضرته,مُحاضَرَة,noun
9,28,"""","""",punc
9,29,استراتيجية,إِسْتراتِيجِيَّة,noun
9,30,للكشف,كَشْف,noun
9,31,التدريجي,تَدْرِيجِيّ,adj
9,32,في,فِي,prep
9,33,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
9,34,"""","""",punc
9,35,عن,عَن,prep
9,36,المشاكل,مُشْكِلَة,noun
9,37,التي,الَّذِي,pron_rel
9,38,يعاني,عانَى,verb
9,39,منها,مِن,prep
9,40,المساهمون,مُساهِم,noun
9,41,الجدد,جَدِيد,adj
9,42,على,عَلَى,prep
9,43,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
9,44,",",",",punc
9,45,والتعقيدات,تَعْقِيد,noun
9,46,التي,الَّذِي,pron_rel
9,47,تمتلئ,ٱِمْتَلَأ,verb
9,48,بها,بِ,prep
9,49,واجهة,واجِهَة,noun
9,50,المستخدمين,مُسْتَخْدِم,noun
9,51,في,فِي,prep
9,52,الموسوعة,مَوْسُوعَة,noun
9,53,",",",",punc
9,54,وناقش,ناقَش,verb
9,55,مع,مَع,noun
9,56,الحضور,حُضُور,noun
9,57,إمكانيات,إِمْكانِيَّة,noun
9,58,حل,حَلّ,noun
9,59,هذه,هٰذا,pron_dem
9,60,المشاكل,مُشْكِلَة,noun
9,61,والوسائل,وَسِيلَة,noun
9,62,الممكنة,مُمْكِن,adj
9,63,لجعل,جَعْل,noun
9,64,واجهة,واجِهَة,noun
9,65,مواقع,مَوْقِع,noun
9,66,الويكي,وِيكِي,noun
9,67,أكثر,أَكْثَر,adj_comp
9,68,بساطة,بَساطَة,noun
9,69,وسلاسة,سَلاسَة,noun
9,70,.,.,punc
9,71,من,مِن,prep
9,72,جهة,جِهَة,noun
9,73,أخرى,آخَر,adj
9,74,",",",",punc
9,75,تناولت,تَناوَل,verb
9,76,محاضرة,مُحاضَرَة,noun
9,77,مشتركة,مُشْتَرَك,adj
9,78,لثلاثة,ثَلاث,noun_num
9,79,مساهمين,مُساهِم,noun
9,80,آخرين,آخَر,adj
9,81,التحديات,تَحَدِّي,noun
9,82,المتعددة,مُتَعَدِّد,adj
9,83,التي,الَّذِي,pron_rel
9,84,تواجهها,واجَه,verb
9,85,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
9,86,العربية,عَرَبِيّ,adj
9,87,",",",",punc
9,88,والمشاكل,مُشْكِلَة,noun
9,89,التقنية,تَقْنِيّ,adj
9,90,التي,الَّذِي,pron_rel
9,91,يعاني,عانَى,verb
9,92,منها,مِن,prep
9,93,الموقع,مَوْقِع,noun
9,94,",",",",punc
9,95,وأعقب,أَعْقَب,verb
9,96,المحاضرة,مُحاضَرَة,noun
9,97,نقاش,نِقاش,noun
9,98,مستفيض,مُسْتَفِيض,adj
9,99,عن,عَن,prep
9,100,الحلول,حَلّ,noun
9,101,المناسبة,مُناسِب,adj
9,102,لهذه,هٰذا,pron_dem
9,103,المشاكل,مُشْكِلَة,noun
9,104,",",",",punc
9,105,شارك,شارَك,verb
9,106,فيه,فِي,prep
9,107,حضور,حُضُور,noun
9,108,من,مِن,prep
9,109,المحررين,مُحَرِّر,noun
9,110,العرب,عَرَبِيّ,adj
9,111,وغير,غَيْر,noun
9,112,العرب,عَرَبِيّ,noun
9,113,.,.,punc
9,114,كما,كَما,conj
9,115,تناولت,تَناوَل,verb
9,116,محاضرة,مُحاضَرَة,noun
9,117,أخرى,آخَر,adj
9,118,سير,سَيْر,noun
9,119,وإنجازات,إِنْجاز,noun
9,120,مشروع,مَشْرُوع,noun
9,121,برنامج,بَرْنامَج,noun
9,122,ويكيبيديا,وِيكِيبِيدْيَا,noun_prop
9,123,للتعليم,تَعْلِيم,noun
9,124,في,فِي,prep
9,125,مصر,مِصْر,noun_prop
9,126,ومجمل,مُجْمَل,noun
9,127,العالم,عالَم,noun
9,128,العربي,عَرَبِيّ,adj
9,129,.,.,punc
10,0,وكان,كان,verb
10,1,ختام,خِتام,noun
10,2,المؤتمر,مُؤْتَمَر,noun
10,3,أخيرا,أَخِير,adj
10,4,في,فِي,prep
10,5,يوم,يَوْم,noun
10,6,الأحد,أَحَد,noun
10,7,الحادي,حادِي,adj_num
10,8,عشر,عَشْر,noun_num
10,9,من,مِن,prep
10,10,أغسطس,أَغُسْطُس,noun_prop
10,11,",",",",punc
10,12,حيث,حَيْثُ,adv_rel
10,13,تحدث,تَحَدَّث,verb
10,14,مجلس,مَجْلِس,noun
10,15,أمناء,أَمِين,noun
10,16,مؤسسة,مُؤَسَّسَة,noun
10,17,ويكيميديا,وِيكِيمِيدْيَا,noun_prop
10,18,عن,عَن,prep
10,19,مشاريع,مَشْرُوع,noun
10,20,المؤسسة,مُؤَسَّسَة,noun
10,21,وأهدافها,هَدَف,noun
10,22,المستقبلية,مُسْتَقْبَلِيّ,adj
10,23,",",",",punc
10,24,وكانت,كان,verb
10,25,هناك,هُناكَ,adv
10,26,فقرة,فَقْرَة,noun
10,27,أسئلة,سُؤال,noun
10,28,وأجوبة,جَواب,noun
10,29,تحاور,تَحاوَر,verb
10,30,فيها,فِي,prep
