Batch Number,Sentence ID,Source,Book
2,133,1001,night 3
2,134,1001,night 3
2,135,1001,night 3
2,136,1001,night 3
2,137,1001,night 3
2,138,1001,night 3
2,139,1001,night 3
2,140,1001,night 3
2,141,1001,night 3
2,142,1001,night 3
2,143,1001,night 3
2,144,1001,night 3
2,145,1001,night 3
2,146,1001,night 3
2,147,1001,night 3
2,148,1001,night 3
2,149,1001,night 3
2,150,1001,night 3
2,151,1001,night 3
2,152,1001,night 3
2,153,1001,night 3
2,154,1001,night 3
2,155,1001,night 3
2,156,1001,night 3
2,157,1001,night 3
2,158,1001,night 3
2,159,1001,night 3
2,160,1001,night 3
2,161,1001,night 5
2,162,1001,night 5
2,163,1001,night 5
2,164,1001,night 5
2,165,1001,night 5
2,166,1001,night 5
2,167,1001,night 5
2,168,1001,night 5
2,169,1001,night 5
2,170,1001,night 5
2,171,1001,night 5
2,172,1001,night 5
2,173,1001,night 5
2,174,1001,night 5
2,175,1001,night 5
2,176,1001,night 5
2,177,1001,night 5
2,178,1001,night 5
2,179,1001,night 5
2,180,1001,night 5
2,181,1001,night 5
2,182,1001,night 5
2,183,1001,night 5
2,184,1001,night 5
2,185,1001,night 5
2,186,1001,night 5
2,187,1001,night 5
2,188,1001,night 5
2,189,1001,night 5
2,190,1001,night 5
2,191,1001,night 5
2,192,1001,night 5
2,193,1001,night 5
2,194,1001,night 4
2,195,1001,night 4
2,196,1001,night 4
2,197,1001,night 4
2,198,1001,night 8
2,199,1001,night 8
2,200,1001,night 8
3,201,1001,night 8
3,202,1001,night 8
3,203,1001,night 8
3,204,1001,night 8
3,205,1001,night 8
3,206,1001,night 8
3,207,1001,night 8
3,208,1001,night 8
3,209,1001,night 8
3,210,1001,night 8
3,211,1001,night 8
3,212,1001,night 8
3,213,1001,night 8
3,214,1001,night 8
3,215,1001,night 8
3,216,1001,night 8
3,217,1001,night 8
3,218,1001,night 8
3,219,1001,night 8
3,220,1001,night 8
3,221,1001,night 2
3,222,1001,night 2
3,223,1001,night 2
3,224,1001,night 2
3,225,1001,night 2
3,226,1001,night 2
3,227,1001,night 2
3,228,1001,night 7
3,229,1001,night 7
3,230,1001,night 7
3,231,1001,night 7
3,232,1001,night 7
3,233,1001,night 7
3,234,1001,night 7
3,235,1001,night 7
3,236,1001,night 7
3,237,1001,night 7
3,238,1001,night 7
3,239,1001,night 7
3,240,1001,night 7
3,241,1001,night 7
3,242,1001,night 7
3,243,1001,night 7
3,244,1001,night 7
3,245,1001,night 7
3,246,1001,night 7
3,247,1001,night 7
3,248,1001,night 7
3,249,1001,night 7
3,250,1001,night 7
3,251,1001,night 7
3,252,1001,night 7
3,253,1001,night 7
3,254,1001,night 7
3,255,1001,night 7
3,256,1001,night 7
3,257,1001,night 7
3,258,1001,night 7
3,259,1001,night 7
3,260,1001,night 7
3,261,1001,night 7
3,262,1001,night 7
3,263,1001,night 7
3,264,1001,night 7
3,265,1001,night 7
3,266,1001,night 7
3,267,1001,night 7
3,268,1001,night 7
3,269,1001,night 7
3,270,1001,night 7
3,271,1001,introduction
3,272,1001,introduction
3,273,1001,introduction
3,274,1001,introduction
3,275,1001,introduction
3,276,1001,introduction
3,277,1001,introduction
3,278,1001,introduction
3,279,1001,introduction
3,280,1001,introduction
3,281,1001,introduction
3,282,1001,introduction
3,283,1001,introduction
3,284,1001,introduction
3,285,1001,night 6
3,286,1001,night 6
3,287,1001,night 6
3,288,1001,night 6
3,289,1001,night 6
3,290,1001,night 6
3,291,1001,night 6
3,292,1001,night 6
3,293,1001,night 6
3,294,1001,night 6
3,295,1001,night 6
3,296,1001,night 6
3,297,1001,night 6
3,298,1001,night 6
3,299,1001,night 6
3,300,1001,night 6
4,301,1001,night 6
4,302,1001,night 6
4,303,1001,night 6
4,304,1001,night 6
4,305,1001,night 6
4,306,1001,night 6
4,307,1001,night 6
4,308,1001,night 3
4,309,1001,night 3
4,310,1001,night 3
4,311,1001,night 3
4,312,1001,night 3
4,313,1001,night 3
4,314,1001,night 3
4,315,1001,night 3
4,316,1001,night 3
4,317,1001,night 3
4,318,1001,night 3
4,319,1001,night 3
4,320,1001,night 3
4,321,1001,night 3
4,322,1001,night 3
4,323,1001,night 3
4,324,1001,night 3
4,325,1001,night 3
4,326,1001,night 3
4,327,1001,night 3
4,328,1001,night 3
4,329,1001,night 3
4,330,1001,night 3
4,331,1001,night 3
4,332,1001,night 3
4,333,1001,night 3
4,334,1001,night 3
4,335,1001,night 3
4,336,1001,night 3
4,337,1001,night 3
4,338,1001,night 3
4,339,1001,night 3
4,340,1001,night 3
4,341,1001,night 3
4,342,1001,night 3
4,343,1001,night 3
4,344,1001,night 3
4,345,1001,night 3
4,346,1001,night 3
4,347,1001,night 3
4,348,1001,night 3
4,349,1001,night 3
4,350,1001,night 3
4,351,1001,night 3
4,352,1001,night 3
4,353,1001,night 3
4,354,1001,night 3
4,355,1001,night 3
4,356,1001,night 3
4,357,1001,night 3
4,358,1001,night 3
4,359,1001,night 3
4,360,1001,night 4
4,361,1001,night 4
4,362,1001,night 4
4,363,1001,night 4
4,364,1001,night 4
4,365,1001,night 4
4,366,1001,night 4
4,367,1001,night 4
4,368,1001,night 4
4,369,1001,night 4
4,370,1001,night 4
4,371,1001,night 4
4,372,1001,night 4
4,373,1001,night 4
4,374,1001,night 4
4,375,1001,night 4
4,376,1001,night 4
4,377,1001,night 1
4,378,1001,night 1
4,379,1001,night 1
4,380,1001,night 1
4,381,1001,night 1
4,382,1001,night 1
4,383,1001,night 1
4,384,1001,night 1
4,385,1001,night 1
4,386,1001,night 1
4,387,1001,night 1
4,388,1001,night 1
4,389,1001,night 1
4,390,1001,night 1
4,391,1001,night 1
4,392,1001,night 1
4,393,1001,night 1
4,394,1001,night 1
4,395,1001,night 1
4,396,1001,night 1
4,397,1001,night 1
4,398,1001,night 1
4,399,1001,night 1
4,400,1001,night 1
5,401,1001,night 1
5,402,1001,night 1
5,403,1001,night 1
5,404,1001,night 1
5,405,1001,night 1
5,406,1001,night 1
5,407,1001,night 1
5,408,1001,night 1
5,409,1001,night 1
5,410,1001,night 1
5,411,1001,night 1
5,412,1001,night 1
5,413,1001,night 1
5,414,1001,night 1
5,415,1001,night 1
5,416,1001,night 1
5,417,1001,night 1
5,418,1001,night 1
5,419,1001,night 1
5,420,1001,night 1
5,421,1001,night 1
5,422,1001,night 1
5,423,1001,night 1
5,424,1001,night 1
5,425,1001,night 1
5,426,1001,night 1
5,427,1001,night 1
5,428,1001,night 1
5,429,1001,night 1
5,430,1001,night 1
5,431,1001,night 1
5,432,1001,night 1
5,433,1001,night 1
5,434,1001,night 1
5,435,1001,night 1
5,436,1001,night 1
5,437,1001,night 1
5,438,1001,night 1
5,439,1001,night 1
5,440,1001,night 1
5,441,1001,night 1
5,442,1001,night 1
5,443,1001,night 1
5,444,1001,night 1
5,445,1001,night 1
5,446,1001,night 1
5,447,1001,night 1
5,448,1001,night 1
5,449,1001,introduction
5,450,1001,introduction
5,451,1001,introduction
5,452,1001,introduction
5,453,1001,introduction
5,454,1001,introduction
5,455,1001,night 2
5,456,1001,night 2
5,457,1001,night 2
5,458,1001,night 2
5,459,1001,night 2
5,460,1001,night 2
5,461,1001,night 2
5,462,1001,night 2
5,463,1001,night 2
5,464,1001,night 2
5,465,1001,night 2
5,466,1001,night 2
5,467,1001,night 2
5,468,1001,night 2
5,469,1001,night 2
5,470,1001,night 2
5,471,1001,night 2
5,472,1001,night 2
5,473,1001,night 2
5,474,1001,night 2
5,475,1001,night 2
5,476,1001,night 2
5,477,1001,night 2
5,478,1001,night 2
5,479,1001,night 2
5,480,1001,night 2
5,481,1001,night 2
5,482,1001,night 2
5,483,1001,night 2
5,484,1001,night 2
5,485,1001,night 2
5,486,1001,night 2
5,487,1001,night 2
5,488,1001,night 2
5,489,1001,night 2
5,490,1001,night 2
5,491,1001,night 2
5,492,1001,night 2
5,493,1001,night 2
5,494,1001,night 2
5,495,1001,night 2
5,496,1001,night 2
5,497,1001,night 2
5,498,1001,night 5
5,499,1001,night 5
5,500,1001,night 5
6,501,1001,night 5
6,502,1001,night 5
6,503,1001,night 5
6,504,1001,night 5
6,505,1001,night 5
6,506,1001,night 5
6,507,1001,night 5
6,508,1001,night 5
6,509,1001,night 5
6,510,1001,night 5
6,511,1001,night 5
6,512,1001,night 5
6,513,1001,night 5
6,514,1001,night 5
6,515,1001,night 5
6,516,1001,night 5
6,517,1001,night 5
6,518,1001,night 5
6,519,1001,night 5
6,520,1001,night 5
6,521,1001,night 5
6,522,1001,night 5
6,523,1001,night 6
6,524,1001,night 6
6,525,1001,night 6
6,526,1001,night 6
6,527,1001,night 6
6,528,1001,night 6
6,529,1001,night 6
6,530,1001,night 6
6,531,1001,night 6
6,532,1001,night 6
6,533,1001,night 6
6,534,1001,night 6
6,535,1001,night 6
6,536,1001,night 6
6,537,1001,night 6
6,538,1001,night 6
6,539,1001,night 6
6,540,1001,night 6
6,541,1001,night 6
6,542,1001,night 6
6,543,1001,night 6
6,544,1001,night 6
6,545,1001,night 6
6,546,1001,night 6
6,547,1001,night 6
6,548,1001,night 6
6,549,1001,night 6
6,550,المعلقات,مُعلقة طرفة بن العبد
6,551,المعلقات,مُعلقة طرفة بن العبد
6,552,المعلقات,مُعلقة طرفة بن العبد
6,553,المعلقات,مُعلقة طرفة بن العبد
6,554,المعلقات,مُعلقة طرفة بن العبد
6,555,المعلقات,مُعلقة طرفة بن العبد
6,556,المعلقات,مُعلقة طرفة بن العبد
6,557,المعلقات,مُعلقة طرفة بن العبد
6,558,المعلقات,مُعلقة طرفة بن العبد
6,559,المعلقات,مُعلقة طرفة بن العبد
6,560,المعلقات,مُعلقة طرفة بن العبد
6,561,المعلقات,مُعلقة طرفة بن العبد
6,562,المعلقات,مُعلقة طرفة بن العبد
6,563,المعلقات,مُعلقة طرفة بن العبد
6,564,المعلقات,مُعلقة طرفة بن العبد
6,565,المعلقات,مُعلقة طرفة بن العبد
6,566,المعلقات,مُعلقة النابغة الذبياني
6,567,المعلقات,مُعلقة النابغة الذبياني
6,568,المعلقات,مُعلقة النابغة الذبياني
6,569,المعلقات,مُعلقة النابغة الذبياني
6,570,المعلقات,مُعلقة النابغة الذبياني
6,571,المعلقات,مُعلقة النابغة الذبياني
6,572,المعلقات,مُعلقة النابغة الذبياني
6,573,المعلقات,مُعلقة النابغة الذبياني
6,574,المعلقات,مُعلقة النابغة الذبياني
6,575,المعلقات,مُعلقة النابغة الذبياني
6,576,المعلقات,مُعلقة النابغة الذبياني
6,577,المعلقات,مُعلقة النابغة الذبياني
6,578,المعلقات,مُعلقة النابغة الذبياني
6,579,المعلقات,مُعلقة النابغة الذبياني
6,580,المعلقات,مُعلقة النابغة الذبياني
6,581,المعلقات,مُعلقة عبيد بن الأبرص
6,582,المعلقات,مُعلقة عبيد بن الأبرص
6,583,المعلقات,مُعلقة عبيد بن الأبرص
6,584,المعلقات,مُعلقة عبيد بن الأبرص
6,585,المعلقات,مُعلقة عبيد بن الأبرص
6,586,المعلقات,مُعلقة عبيد بن الأبرص
6,587,المعلقات,مُعلقة عبيد بن الأبرص
6,588,المعلقات,مُعلقة عبيد بن الأبرص
6,589,المعلقات,مُعلقة عبيد بن الأبرص
6,590,المعلقات,مُعلقة عبيد بن الأبرص
6,591,المعلقات,مُعلقة عبيد بن الأبرص
6,592,المعلقات,مُعلقة عبيد بن الأبرص
6,593,المعلقات,مُعلقة عبيد بن الأبرص
6,594,المعلقات,مُعلقة عبيد بن الأبرص
6,595,المعلقات,مُعلقة عبيد بن الأبرص
6,596,المعلقات,مُعلقة عبيد بن الأبرص
6,597,المعلقات,مُعلقة عبيد بن الأبرص
6,598,المعلقات,مُعلقة عبيد بن الأبرص
6,599,المعلقات,مُعلقة عبيد بن الأبرص
6,600,المعلقات,مُعلقة عبيد بن الأبرص
7,601,المعلقات,مُعلقة لبيد بن ربيعة
7,602,المعلقات,مُعلقة لبيد بن ربيعة
7,603,المعلقات,مُعلقة لبيد بن ربيعة
7,604,المعلقات,مُعلقة لبيد بن ربيعة
7,605,المعلقات,مُعلقة لبيد بن ربيعة
7,606,المعلقات,مُعلقة لبيد بن ربيعة
7,607,المعلقات,مُعلقة لبيد بن ربيعة
7,608,المعلقات,مُعلقة لبيد بن ربيعة
7,609,المعلقات,مُعلقة لبيد بن ربيعة
7,610,المعلقات,مُعلقة لبيد بن ربيعة
7,611,المعلقات,مُعلقة لبيد بن ربيعة
7,612,المعلقات,مُعلقة لبيد بن ربيعة
7,613,المعلقات,مُعلقة لبيد بن ربيعة
7,614,المعلقات,مُعلقة لبيد بن ربيعة
7,615,المعلقات,مُعلقة لبيد بن ربيعة
7,616,المعلقات,مُعلقة لبيد بن ربيعة
7,617,المعلقات,مُعلقة لبيد بن ربيعة
7,618,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,619,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,620,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,621,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,622,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,623,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,624,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,625,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,626,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,627,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,628,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,629,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,630,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,631,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,632,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,633,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,634,المعلقات,مُعلقة الحارث بن حلزة اليشكري
7,635,المعلقات,مُعلقة الأعشى
7,636,المعلقات,مُعلقة الأعشى
7,637,المعلقات,مُعلقة الأعشى
7,638,المعلقات,مُعلقة الأعشى
7,639,المعلقات,مُعلقة الأعشى
7,640,المعلقات,مُعلقة الأعشى
7,641,المعلقات,مُعلقة الأعشى
7,642,المعلقات,مُعلقة الأعشى
7,643,المعلقات,مُعلقة الأعشى
7,644,المعلقات,مُعلقة الأعشى
7,645,المعلقات,مُعلقة الأعشى
7,646,المعلقات,مُعلقة الأعشى
7,647,المعلقات,مُعلقة الأعشى
7,648,المعلقات,مُعلقة الأعشى
7,649,المعلقات,مُعلقة الأعشى
7,650,المعلقات,مُعلقة عمرو بن كلثوم
7,651,المعلقات,مُعلقة عمرو بن كلثوم
7,652,المعلقات,مُعلقة عمرو بن كلثوم
7,653,المعلقات,مُعلقة عمرو بن كلثوم
7,654,المعلقات,مُعلقة عمرو بن كلثوم
7,655,المعلقات,مُعلقة عمرو بن كلثوم
7,656,المعلقات,مُعلقة عمرو بن كلثوم
7,657,المعلقات,مُعلقة عمرو بن كلثوم
7,658,المعلقات,مُعلقة عمرو بن كلثوم
7,659,المعلقات,مُعلقة عمرو بن كلثوم
7,660,المعلقات,مُعلقة عمرو بن كلثوم
7,661,المعلقات,مُعلقة عمرو بن كلثوم
7,662,المعلقات,مُعلقة عمرو بن كلثوم
7,663,المعلقات,مُعلقة عمرو بن كلثوم
7,664,المعلقات,مُعلقة عمرو بن كلثوم
7,665,المعلقات,مُعلقة عمرو بن كلثوم
7,666,المعلقات,مُعلقة عمرو بن كلثوم
7,667,المعلقات,مُعلقة عمرو بن كلثوم
7,668,المعلقات,مُعلقة عنترة بن شداد
7,669,المعلقات,مُعلقة عنترة بن شداد
7,670,المعلقات,مُعلقة عنترة بن شداد
7,671,المعلقات,مُعلقة عنترة بن شداد
7,672,المعلقات,مُعلقة عنترة بن شداد
7,673,المعلقات,مُعلقة عنترة بن شداد
7,674,المعلقات,مُعلقة عنترة بن شداد
7,675,المعلقات,مُعلقة عنترة بن شداد
7,676,المعلقات,مُعلقة عنترة بن شداد
7,677,المعلقات,مُعلقة عنترة بن شداد
7,678,المعلقات,مُعلقة عنترة بن شداد
7,679,المعلقات,مُعلقة عنترة بن شداد
7,680,المعلقات,مُعلقة عنترة بن شداد
7,681,المعلقات,مُعلقة عنترة بن شداد
7,682,المعلقات,مُعلقة عنترة بن شداد
7,683,المعلقات,مُعلقة عنترة بن شداد
7,684,المعلقات,مُعلقة عنترة بن شداد
7,685,المعلقات,مُعلقة زهير بن أبي سلمى
7,686,المعلقات,مُعلقة زهير بن أبي سلمى
7,687,المعلقات,مُعلقة زهير بن أبي سلمى
7,688,المعلقات,مُعلقة زهير بن أبي سلمى
7,689,المعلقات,مُعلقة زهير بن أبي سلمى
7,690,المعلقات,مُعلقة زهير بن أبي سلمى
7,691,المعلقات,مُعلقة زهير بن أبي سلمى
7,692,المعلقات,مُعلقة زهير بن أبي سلمى
7,693,المعلقات,مُعلقة زهير بن أبي سلمى
7,694,المعلقات,مُعلقة زهير بن أبي سلمى
7,695,المعلقات,مُعلقة زهير بن أبي سلمى
7,696,المعلقات,مُعلقة زهير بن أبي سلمى
7,697,المعلقات,مُعلقة زهير بن أبي سلمى
7,698,المعلقات,مُعلقة زهير بن أبي سلمى
7,699,المعلقات,مُعلقة زهير بن أبي سلمى
7,700,المعلقات,مُعلقة زهير بن أبي سلمى
8,701,المعلقات,مُعلقة امرئ القيس
8,702,المعلقات,مُعلقة امرئ القيس
8,703,المعلقات,مُعلقة امرئ القيس
8,704,المعلقات,مُعلقة امرئ القيس
8,705,المعلقات,مُعلقة امرئ القيس
8,706,المعلقات,مُعلقة امرئ القيس
8,707,المعلقات,مُعلقة امرئ القيس
8,708,المعلقات,مُعلقة امرئ القيس
8,709,المعلقات,مُعلقة امرئ القيس
8,710,المعلقات,مُعلقة امرئ القيس
8,711,المعلقات,مُعلقة امرئ القيس
8,712,المعلقات,مُعلقة امرئ القيس
8,713,المعلقات,مُعلقة امرئ القيس
8,714,المعلقات,مُعلقة امرئ القيس
8,715,المعلقات,مُعلقة امرئ القيس
8,716,المعلقات,مُعلقة امرئ القيس
8,717,Quran,سورة الفاتحة
8,718,Quran,سورة الفاتحة
8,719,Quran,سورة الفاتحة
8,720,Quran,سورة الفاتحة
8,721,Quran,سورة الفاتحة
8,722,Quran,سورة الفاتحة
8,723,Quran,سورة الفاتحة
8,724,Quran,سورة النصر
8,725,Quran,سورة النصر
8,726,Quran,سورة النصر
8,727,Quran,سورة الغاشية
8,728,Quran,سورة الغاشية
8,729,Quran,سورة الغاشية
8,730,Quran,سورة الغاشية
8,731,Quran,سورة الكوثر
8,732,Quran,سورة الكوثر
8,733,Quran,سورة الكوثر
8,734,Quran,سورة الفلق
8,735,Quran,سورة الفلق
8,736,Quran,سورة الفلق
8,737,Quran,سورة الفلق
8,738,Quran,سورة الفلق
8,739,Quran,سورة الإخلاص
8,740,Quran,سورة الإخلاص
8,741,Quran,سورة الإخلاص
8,742,Quran,سورة الإخلاص
8,743,Quran,سورة الناس
8,744,Quran,سورة الناس
8,745,Quran,سورة الناس
8,746,Quran,سورة الناس
8,747,Quran,سورة الناس
8,748,Quran,سورة الناس
8,749,Quran,سورة المسد
8,750,Quran,سورة المسد
8,751,Quran,سورة المسد
8,752,Quran,سورة المسد
8,753,Quran,سورة المسد
8,754,Quran,سورة الفيل
8,755,Quran,سورة الفيل
8,756,Quran,سورة الفيل
8,757,Quran,سورة الفيل
8,758,Quran,سورة الفيل
8,759,Quran,سورة الماعون
8,760,Quran,سورة الماعون
8,761,Quran,سورة الماعون
8,762,Quran,سورة الماعون
8,763,Quran,سورة الماعون
8,764,Quran,سورة الماعون
8,765,Quran,سورة الماعون
8,766,Quran,سورة القارعة
8,767,Quran,سورة القارعة
8,768,Quran,سورة القارعة
8,769,Quran,سورة القارعة
8,770,Quran,سورة القارعة
8,771,Quran,سورة القارعة
8,772,Quran,سورة القارعة
8,773,Quran,سورة القارعة
8,774,Quran,سورة القارعة
8,775,Quran,سورة القارعة
8,776,Quran,سورة القارعة
8,777,Quran,سورة الهمزة
8,778,Quran,سورة الهمزة
8,779,Quran,سورة الهمزة
8,780,Quran,سورة الهمزة
8,781,Quran,سورة الهمزة
8,782,Quran,سورة الهمزة
8,783,Quran,سورة الهمزة
8,784,Quran,سورة الهمزة
8,785,Quran,سورة الهمزة
8,786,Quran,سورة العصر
8,787,Quran,سورة العصر
8,788,Quran,سورة العصر
8,789,Quran,سورة التكاثر
8,790,Quran,سورة التكاثر
8,791,Quran,سورة التكاثر
8,792,Quran,سورة التكاثر
8,793,Quran,سورة التكاثر
8,794,Quran,سورة التكاثر
8,795,Quran,سورة التكاثر
8,796,Quran,سورة التكاثر
8,797,Quran,سورة الكافرون
8,798,Quran,سورة الكافرون
8,799,Quran,سورة الكافرون
8,800,Quran,سورة الكافرون
9,801,Quran,سورة الكافرون
9,802,Quran,سورة الكافرون
9,803,Quran,سورة آل عمران
9,804,Quran,سورة آل عمران
9,805,Quran,سورة آل عمران
9,806,Quran,سورة آل عمران
9,807,Quran,سورة آل عمران
9,808,Quran,سورة آل عمران
9,809,Quran,سورة آل عمران
9,810,Quran,سورة آل عمران
9,811,Quran,سورة آل عمران
9,812,Quran,سورة آل عمران
9,813,Quran,سورة آل عمران
9,814,Quran,سورة آل عمران
9,815,Quran,سورة آل عمران
9,816,Quran,سورة آل عمران
9,817,Quran,سورة آل عمران
9,818,Quran,سورة آل عمران
9,819,Quran,سورة آل عمران
9,820,Quran,سورة آل عمران
9,821,Quran,سورة آل عمران
9,822,Quran,سورة آل عمران
9,823,Quran,سورة آل عمران
9,824,Quran,سورة آل عمران
9,825,Quran,سورة آل عمران
9,826,Quran,سورة آل عمران
9,827,Quran,سورة آل عمران
9,828,Quran,سورة آل عمران
9,829,Quran,سورة آل عمران
9,830,Quran,سورة آل عمران
9,831,Quran,سورة آل عمران
9,832,Quran,سورة آل عمران
9,833,Quran,سورة آل عمران
9,834,Quran,سورة آل عمران
9,835,Quran,سورة آل عمران
9,836,Quran,سورة آل عمران
9,837,Quran,سورة آل عمران
9,838,Quran,سورة آل عمران
9,839,Quran,سورة آل عمران
9,840,Quran,سورة آل عمران
9,841,Quran,سورة آل عمران
9,842,Quran,سورة آل عمران
9,843,Quran,سورة آل عمران
9,844,Quran,سورة آل عمران
9,845,Quran,سورة آل عمران
9,846,Quran,سورة آل عمران
9,847,Quran,سورة آل عمران
9,848,Quran,سورة آل عمران
9,849,Quran,سورة آل عمران
9,850,Quran,سورة آل عمران
9,851,Quran,سورة آل عمران
9,852,Quran,سورة آل عمران
9,853,Quran,سورة آل عمران
9,854,Quran,سورة آل عمران
9,855,Quran,سورة آل عمران
9,856,Quran,سورة آل عمران
9,857,Quran,سورة آل عمران
9,858,Quran,سورة آل عمران
9,859,Quran,سورة آل عمران
